repeater_chain6.txt,0,1,0:5,2,2,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,1,0:5,2,3,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,29,0:3|3:5,3,3,1.0,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,4,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,23,0:5,4,4,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,59,0:3|3:5,4,4,1.5,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,5,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,28,0:5,4,5,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,54,0:5,5,5,1.5,5,2.0,0:5,1
repeater_chain6.txt,0,99,0:3|3:5,5,5,2.0,5,3.0,0:3:5,1
repeater_chain6.txt,0,124,0:3|3:5,5,5,2,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,6,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,33,0:5,4,6,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,64,0:5,5,6,1.5,5,2.0,0:5,1
repeater_chain6.txt,0,118,0:3|3:5,5,6,2.0,5,3.0,0:3:5,1
repeater_chain6.txt,0,148,0:3|3:5,5,6,2,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,7,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,38,0:5,4,7,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,74,0:5,5,7,1.5,5,2.0,0:5,1
repeater_chain6.txt,0,111,0:5,7,7,2.0,5,2.0,0:5,1
repeater_chain6.txt,0,76,0:5,7,7,2,5,2.0,0:5,1
repeater_chain6.txt,0,209,0:3|3:5,7,7,3,5,3.0,0:3:5,1
repeater_chain6.txt,0,244,0:3|3:5,7,7,3,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,8,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,43,0:5,4,8,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,84,0:5,5,8,1.5,5,2.0,0:5,1
repeater_chain6.txt,0,126,0:5,7,8,2.0,5,2.0,0:5,1
repeater_chain6.txt,0,86,0:5,7,8,2,5,2.0,0:5,1
repeater_chain6.txt,0,238,0:3|3:5,7,8,3,5,3.0,0:3:5,1
repeater_chain6.txt,0,278,0:3|3:5,7,8,3,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,9,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,48,0:5,4,9,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,94,0:5,5,9,1.5,5,2.0,0:5,1
repeater_chain6.txt,0,141,0:5,7,9,2.0,5,2.0,0:5,1
repeater_chain6.txt,0,96,0:5,7,9,2,5,2.0,0:5,1
repeater_chain6.txt,0,267,0:3|3:5,7,9,3,5,3.0,0:3:5,1
repeater_chain6.txt,0,312,0:3|3:5,7,9,3,5,3.0,0:3:5,1
repeater_chain6.txt,0,359,0:3|3:5,9,9,4.0,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,10,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,53,0:5,4,10,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,104,0:5,5,10,1.5,5,2.0,0:5,1
repeater_chain6.txt,0,156,0:5,7,10,2.0,5,2.0,0:5,1
repeater_chain6.txt,0,106,0:5,7,10,2,5,2.0,0:5,1
repeater_chain6.txt,0,9,0:5,10,10,3,5,2.0,0:5,1
repeater_chain6.txt,0,309,0:5,10,10,3,5,2.0,0:5,1
repeater_chain6.txt,0,398,0:3|3:5,9,10,4.0,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,11,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,58,0:5,4,11,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,114,0:5,5,11,1.5,5,2.0,0:5,1
repeater_chain6.txt,0,171,0:5,7,11,2.0,5,2.0,0:5,1
repeater_chain6.txt,0,116,0:5,7,11,2,5,2.0,0:5,1
repeater_chain6.txt,0,229,0:5,10,11,3,5,2.0,0:5,1
repeater_chain6.txt,0,9,0:5,10,11,3,5,2.0,0:5,1
repeater_chain6.txt,0,437,0:3|3:5,9,11,4.0,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,12,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,63,0:5,4,12,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,124,0:5,5,12,1.5,5,2.0,0:5,1
repeater_chain6.txt,0,186,0:5,7,12,2.0,5,2.0,0:5,1
repeater_chain6.txt,0,126,0:5,7,12,2,5,2.0,0:5,1
repeater_chain6.txt,0,249,0:5,10,12,3,5,2.0,0:5,1
repeater_chain6.txt,0,9,0:5,10,12,3,5,2.0,0:5,1
repeater_chain6.txt,0,476,0:3|3:5,9,12,4.0,5,3.0,0:3:5,1
repeater_chain6.txt,0,1,0:5,2,13,0.5,5,2.0,0:5,1
repeater_chain6.txt,0,68,0:5,4,13,1.0,5,2.0,0:5,1
repeater_chain6.txt,0,134,0:5,5,13,1.5,5,2.0,0:5,1
repeater_chain6.txt,0,201,0:5,7,13,2.0,5,2.0,0:5,1
repeater_chain6.txt,0,136,0:5,7,13,2,5,2.0,0:5,1
